,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,listingSubType,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage
0,,,,"500 E 33rd St, Chicago, IL",,,,,,,,41.83492--87.6139,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=41.83491897583008,-87.61389923095703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Ju-aU2VywGK87oeAQSnt47pOVwU=",,,,,,,
1,,,,"939 W Washington Blvd, Chicago, IL",,,,,,,,41.882763--87.65119,,https://photos.zillowstatic.com/fp/9c11720df1f9cfd0ac95b9795725435f-p_e.jpg,,,,,,,True
2,,APARTMENT,,"620-28 West Barry, 620 W Barry Ave, Chicago, IL 60657",-1.0,1450.0,,-87.64518,41.93869,,FOR_RENT,2064147361,,https://photos.zillowstatic.com/fp/031f42508288ef084faed5fbd3720ca0-p_e.jpg,,1.0,,USA,USD,1.0,True
3,,,,"123 N Desplaines St, Chicago, IL",,,,,,,,41.883633--87.64377,,https://photos.zillowstatic.com/fp/4b4ce5a267fb9a5a3122ee458176d750-p_e.jpg,,,,,,,True
4,,APARTMENT,,"Lamon Court Apartments, 3955 N Lamon Ave, Chicago, IL 60641",-1.0,950.0,,-87.749504,41.95298,,FOR_RENT,2064147772,,https://photos.zillowstatic.com/fp/a7e20444fcb0886cb9c3c448d9901c38-p_e.jpg,405.0,1.0,,USA,USD,0.0,True
5,,,,"5357 W Wellington Ave, Chicago, IL",,,,,,,,41.93473--87.761215,,https://photos.zillowstatic.com/fp/6a286f8204fe6ba39942e7ee49a50f5c-p_e.jpg,,,,,,,True
6,,APARTMENT,,"520 N May St #3, Chicago, IL 60642",-1.0,2450.0,,-87.65615,41.89177,,FOR_RENT,2079870706,,https://photos.zillowstatic.com/fp/82a3cb56b62dea36ff46d0a5e3136303-p_e.jpg,1050.0,1.0,,USA,USD,3.0,True
7,,,,"3264 N Clark St, Chicago, IL",,,,,,,,41.941444--87.65257,,https://photos.zillowstatic.com/fp/1a8d8a0d2a7031098cf82d949603cfdf-p_e.jpg,,,,,,,True
8,,APARTMENT,,"185 N Wabash Ave FLOOR 10-ID101, Chicago, IL 60601",-1.0,3210.0,,-87.6258,41.88551,,FOR_RENT,2071027772,,https://photos.zillowstatic.com/fp/304b05a925ba5d54259d1c9846d71bfc-p_e.jpg,600.0,1.0,,USA,USD,1.0,True
9,,APARTMENT,,"3262 N Clark St FLOOR 3-ID459, Chicago, IL 60657",-1.0,3460.0,,-87.65227,41.94136,,FOR_RENT,2067435546,,https://photos.zillowstatic.com/fp/69ad6ef5a141fd3c8692b76feb0a1e3e-p_e.jpg,900.0,1.0,,USA,USD,2.0,True
10,,APARTMENT,,"3620 N Marshfield Ave #3C, Chicago, IL 60613",-1.0,1175.0,,-87.67059,41.947617,,FOR_RENT,2071167797,,https://photos.zillowstatic.com/fp/e4b6d55fec85c3f10b8a75d30aab4b6e-p_e.jpg,500.0,1.0,,USA,USD,0.0,True
11,,APARTMENT,,"1945 N Winchester Ave APT 3F, Chicago, IL 60622",-1.0,2695.0,,-87.676025,41.917274,,FOR_RENT,2092940403,,https://photos.zillowstatic.com/fp/2a18575c2fb1b7c359dab3e532ab2b23-p_e.jpg,,2.0,,USA,USD,2.0,True
